Date,Count,Tested,Deaths
3/4/2020,1,8
3/5/2020,1,16
3/6/2020,1,12
3/7/2020,1,9
3/8/2020,1,5
3/9/2020,1,34
3/10/2020,2,28
3/11/2020,3,38
3/12/2020,3,75
3/13/2020,6,101
3/14/2020,19,123
3/15/2020,21,189
3/16/2020,29,213
3/17/2020,41,278
3/18/2020,63,290
3/19/2020,78,567
3/20/2020,112,407
3/21/2020,136,492
3/22/2020,181,926,1
3/23/2020,257,338,1
3/24/2020,298,666,1
3/25/2020,346,1116,1
3/26/2020,402,1572,1
3/27/2020,480,1608,2
3/28/2020,602,1493,2
3/29/2020,719,,3
