"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WT01","WT03","WT04","WT05","WT06","WT11"
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-14",,,"0.00","0.0","0.0","85","50","69",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-15",,,"0.33","0.0","0.0","73","53","60",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-16",,,"0.00","0.0","0.0","90","48","73",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-17",,,"0.00","0.0","0.0","89","55","68",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-18",,,"0.02","0.0","0.0","82","60","60",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-19",,,"0.00","0.0","0.0","80","45","62",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-20",,,"0.00","0.0","0.0","86","44","62",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-21",,,"0.00","0.0","0.0","91","45","66",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-22",,,"0.00","0.0","0.0","98","50","70",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-23",,,"0.00","0.0","0.0","98","52","73",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-24",,,"0.00","0.0","0.0","92","55","70",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-25",,,"0.00","0.0","0.0","97","54","80",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-26",,,"0.00","0.0","0.0","98","62","95",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-27",,,"0.00","0.0","0.0","100","60","73",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-28",,,"0.00","0.0","0.0","102","58","75",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-29",,,"0.00","0.0","0.0","105","62","84",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-30",,,"0.00","0.0","0.0","99","60","74",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-05-31",,,"0.00","0.0","0.0","100","63","80",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-01",,,"0.00","0.0","0.0","96","70","73",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-02",,,"0.00","0.0","0.0","99","52","75",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-03",,,"0.00","0.0","0.0","98","53","73",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-04",,,"0.00","0.0","0.0","92","53","70",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-05",,,"0.00","0.0","0.0","88","52","64",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-06",,,"0.00","0.0","0.0","92","50","70",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-07",,,"0.00","0.0","0.0","93","54",,,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-08",,,"0.00","0.0","0.0","93","52","81",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-09",,,"0.00","0.0","0.0","94","62","75",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-10",,,"0.00","0.0","0.0","95","54","78",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-11",,,"0.00","0.0","0.0","95","55","76",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-12",,,"0.02","0.0","0.0","92","64","70",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-13",,,"0.00","0.0","0.0","93","55","76",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-14",,,"0.00","0.0","0.0","97","56","72",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-15",,,"0.00","0.0","0.0","103","53","78",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-16",,,"0.00","0.0","0.0","101","58","76",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-17",,,"0.00","0.0","0.0","101","60","73",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-18",,,"0.00","0.0","0.0","97","57","80",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-19",,,"0.08","0.0","0.0","97","72","75",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-20",,,"0.00","0.0","0.0","91","55","75",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-21",,,"0.00","0.0","0.0","93","65","80",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-22",,,"0.00","0.0","0.0","94","63","78",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-23",,,"0.00","0.0","0.0","92","60","68",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-24",,,"0.00","0.0","0.0","80","53","58",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-25",,,"0.00","0.0","0.0","84","45","70",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-26",,,"0.00","0.0","0.0","89","50","65",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-27",,,"0.00","0.0","0.0","95","50","77",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-28",,,"0.00","0.0","0.0","100","55","71",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-29",,,"0.00","0.0","0.0","100","55","78",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-06-30",,,"0.00","0.0","0.0","104","58","86",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-01",,,"0.00","0.0","0.0","101","65","84",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-02",,,"0.00","0.0","0.0","102","55","85",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-03",,,"0.00","0.0","0.0","104","60","80",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-04",,,"0.00","0.0","0.0","105","53","80",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-05",,,"0.00","0.0","0.0","107","60","75",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-06",,,"0.00","0.0","0.0","105","63","88",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-07",,,"0.00","0.0","0.0","105","67","84",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-08",,,"0.00","0.0","0.0","109","60","87",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-09",,,"0.00","0.0","0.0","105","60","74",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-10",,,"0.00","0.0","0.0","105","55","70",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-11",,,"0.00","0.0","0.0","114","53","80",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-12",,,"0.00","0.0","0.0","111","60","82",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-13",,,"0.00","0.0","0.0","110","65","83",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-14",,,"0.00","0.0","0.0","110","65","86",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-15",,,"0.00","0.0","0.0","109","65","86",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-16",,,"0.00","0.0","0.0","109","79","90",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-17",,,"0.00","0.0","0.0","110","75","92",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-18",,,"0.03","0.0","0.0","107","74","92",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-19",,,"0.00","0.0","0.0","104","71","85",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-20",,,"0.03","0.0","0.0","104","74","80",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-21",,,"0.00","0.0","0.0","109","65","82",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-22",,,"0.00","0.0","0.0","110","71","81",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-23",,,"0.00","0.0","0.0","108","73","90",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-24",,,"0.00","0.0","0.0","106","75","87",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-25",,,"0.00","0.0","0.0","106","73","85",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-26",,,"0.00","0.0","0.0","105","67","90",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-27",,,"0.00","0.0","0.0","104","78","85",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-28",,,"0.00","0.0","0.0","103","70","82",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-29",,,"0.00","0.0","0.0","102","76","79",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-30",,,"0.00","0.0","0.0","102","68","82",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-07-31",,,"0.00","0.0","0.0","100","72","80",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-01",,,"0.00","0.0","0.0","90","68","83",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-02",,,"0.00","0.0","0.0","100","68","77",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-03",,,"0.00","0.0","0.0","92","68","79",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-04",,,"0.00","0.0","0.0","101","62","80",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-05",,,"0.00","0.0","0.0","103","60","78",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-06",,,"0.00","0.0","0.0","105","59","89",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-07",,,"0.01","0.0","0.0","96","73","73",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-08",,,"0.04","0.0","0.0","100","60","75",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-09",,,"0.00","0.0","0.0","100","62","76",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-10",,,"0.00","0.0","0.0","105","63","84",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-11",,,"0.00","0.0","0.0","105","69","83",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-12",,,"0.11","0.0","0.0","101","75","75",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-13",,,"0.00","0.0","0.0","103","65","85",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-14",,,"0.03","0.0","0.0","103","68","72",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-15",,,"0.00","0.0","0.0","92","65","77",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-16",,,"0.29","0.0","0.0","88","64","67",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-17",,,"0.00","0.0","0.0","97","56","77",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-18",,,"0.00","0.0","0.0","99","56","70",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-19",,,"0.00","0.0","0.0","102","55","86",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-20",,,"0.00","0.0","0.0","100","74","85",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-21",,,"0.00","0.0","0.0","100","68","86",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-22",,,"0.06","0.0","0.0","99","68","71",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-23",,,"0.53","0.0","0.0","90","60","68",,"    1",,"    1",,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-24",,,"0.00","0.0","0.0","92","63","75",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-25",,,"0.00","0.0","0.0","97","63","73",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-26",,,"0.00","0.0","0.0","99","61","81",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-27",,,"0.00","0.0","0.0","92","70","76",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-28",,,"0.00","0.0","0.0","96","60","71",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-29",,,"0.15","0.0","0.0","98","54","68",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-30",,,"0.01","0.0","0.0","90","60","67",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-08-31",,,"0.00","0.0","0.0","92","50","65",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-01",,,"0.00","0.0","0.0","97","53","75",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-02",,,"0.00","0.0","0.0","92","60","73",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-03",,,"0.00","0.0","0.0","97","63","77",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-04",,,"0.23","0.0","0.0","99","60","71",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-05",,,"0.02","0.0","0.0","99","63","78",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-06",,,"0.94","0.0","0.0","82","63","63",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-07",,,"0.01","0.0","0.0","88","57","70",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-08",,,"0.00","0.0","0.0","88","56","75",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-09",,,"0.00","0.0","0.0","80","60","60",,"    1",,,,"    1"
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-10",,,"0.06","0.0","0.0","72","53","60",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-11",,,"0.00","0.0","0.0","78","43","60",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-12",,,"0.00","0.0","0.0","89","45","68",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-13",,,"0.00","0.0","0.0","77","52","52",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-14",,,"0.00","0.0","0.0","81","39","56",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-15",,,"0.00","0.0","0.0","90","39","72",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-16",,,"0.00","0.0","0.0","92","52","77",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-17",,,"0.00","0.0","0.0","80","54","54",,,,,,"    1"
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-18",,,"0.00","0.0","0.0","72","35","48",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-19",,,"0.00","0.0","0.0","80","34","56",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-20",,,"0.00","0.0","0.0","88","38","63",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-21",,,"0.00","0.0","0.0","88","43","57",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-22",,,"0.00","0.0","0.0","90","39","58",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-23",,,"0.00","0.0","0.0","95","40","61",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-24",,,"0.00","0.0","0.0","92","40","55",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-25",,,"0.00","0.0","0.0","93","40","63",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-26",,,"0.00","0.0","0.0","95","43","62",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-27",,,"0.00","0.0","0.0","94","43","60",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-28",,,"0.00","0.0","0.0","95","45","60",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-29",,,"0.00","0.0","0.0","96","45","80",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-09-30",,,"0.00","0.0","0.0","95","53","75",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-01",,,"0.00","0.0","0.0","92","50","80",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-02",,,"0.44","0.0","0.0","66","55","55",,"    1",,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-03",,,"0.00","0.0","0.0","67","53","58",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-04",,,"0.07","0.0","0.0","73","53","59",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-05",,,"0.00","0.0","0.0","78","48","58",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-06",,,"0.00","0.0","0.0","80","46","58",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-07",,,"0.00","0.0","0.0","84","48","64",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-08",,,"0.00","0.0","0.0","86","48","62",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-09",,,"0.00","0.0","0.0","86","48","62",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-10",,,"0.00","0.0","0.0","84","50","55",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-11",,,"0.00","0.0","0.0","70","34","42",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-12",,,"0.00","0.0","0.0","77","33","50",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-13",,,"0.00","0.0","0.0","72","40","45",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-14",,,"0.00","0.0","0.0","75","30","43",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-15",,,"0.00","0.0","0.0","83","32","55",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-16",,,"0.00","0.0","0.0","85","37","52",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-17",,,"0.00","0.0","0.0","85","36","52",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-18",,,"0.00","0.0","0.0","84","35","50",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-19",,,"0.00","0.0","0.0","82","35","53",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-20",,,"0.00","0.0","0.0","87","37","50",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-21",,,"0.00","0.0","0.0","87","37","50",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-22",,,"0.00","0.0","0.0","83","37","49",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-23",,,"0.00","0.0","0.0","83","36","53",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-24",,,"0.00","0.0","0.0","77","37","58",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-25",,,"0.00","0.0","0.0","64","35","35",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-26",,,"0.00","0.0","0.0","67","25","39",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-27",,,"0.00","0.0","0.0","69","30","46",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-28",,,"0.00","0.0","0.0","78","43","57",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-29",,,"0.00","0.0","0.0","85","37","66",,,,,,"    1"
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-30",,,"0.00","0.0","0.0","72","50","50",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-10-31",,,"0.00","0.0","0.0","70","37","60",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-01",,,"0.00","0.0","0.0","66","44","44",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-02",,,"0.00","0.0","0.0","61","40","55",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-03",,,"0.00","0.0","0.0","56","37","37",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-04",,,"0.00","0.0","0.0","56","20","38",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-05",,,"0.00","0.0","0.0","57","25","33",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-06",,,"0.00","0.0","0.0","50","23","40",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-07",,,"0.00","0.0","0.0","57","35","40",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-08",,,"0.00","0.0","0.0","60","25","45",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-09",,,"0.01","0.0","0.0","61","40","51",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-10",,,"0.00","0.0","0.0","57","45","45",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-11",,,"0.00","0.0","0.0","61","29","42",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-12",,,"0.08","0.0","0.0","53","32","44",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-13",,,"0.47","0.0","0.0","55","38","47",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-14",,,"0.00","0.0","0.0","55","38","44",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-15",,,"0.00","0.0","0.0","57","38","42",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-16",,,"0.00","0.0","0.0","52","35","35",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-17",,,"0.00","0.0","0.0","52","32","38",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-18",,,"0.00","0.0","0.0","57","25","34",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-19",,,"0.00","0.0","0.0","51","25","31",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-20",,,"0.00","0.0","0.0","53","23","35",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-21",,,"0.00","0.0","0.0","65","28","52",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-22",,,"0.02","0.0","0.0","36","25","25",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-23",,,"0.00","0.0","0.0","38","12","20",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-24",,,"0.00","0.0","0.0","35","10","26",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-25",,,"0.00","0.0","0.0","42","19","23",,,,,,
"USW00023170","HANKSVILLE, UT US","38.37497","-110.71906","1304.5","2003-11-26",,,"0.00","0.0","0.0","48","13","32",,,,,,
