,TIME,LOCATION,Spending_USD,Life_Expectancy
513,1993,USA,3286.558,75.5
514,1994,AUS,1454.566,77.93333333333334
515,1994,AUT,2017.289,76.56666666666666
516,1994,BEL,1621.74,76.8
517,1994,CAN,1962.196,77.93333333333334
518,1994,CHE,2626.43,78.63333333333334
519,1994,CZE,725.056,73.16666666666667
520,1994,DEU,2188.676,76.46666666666665
521,1994,DNK,1708.511,75.5
522,1994,ESP,1052.85,78.03333333333335
523,1994,FIN,1218.172,76.60000000000001
524,1994,FRA,1817.042,78.0
525,1994,GBR,1058.68,76.8
526,1994,GRC,1140.602,77.8
527,1994,HUN,727.653,69.7
528,1994,IRL,1040.844,75.83333333333333
529,1994,ISL,1751.593,79.3
530,1994,ITA,1413.011,78.0
531,1994,JPN,1420.271,79.8
532,1994,KOR,464.971,73.5
533,1994,LUX,1857.616,76.60000000000001
534,1994,NLD,1690.022,77.53333333333333
535,1994,NOR,1670.079,77.86666666666667
536,1994,NZL,1246.923,76.56666666666666
537,1994,POL,370.24,71.8
538,1994,PRT,862.681,75.5
539,1994,SWE,1519.052,78.86666666666666
540,1994,TUR,179.596,68.89999999999999
541,1994,USA,3432.101,75.7
542,1995,AUS,1537.471,77.86666666666666
543,1995,AUT,2086.13,76.8
544,1995,BEL,1670.748,76.96666666666667
545,1995,CAN,1984.944,77.96666666666667
546,1995,CHE,2611.094,78.66666666666667
547,1995,CZE,808.182,73.26666666666667
548,1995,DEU,2349.145,76.63333333333334
549,1995,DNK,1715.029,75.3
550,1995,ESP,1126.548,78.10000000000001
551,1995,FIN,1346.179,76.63333333333334
552,1995,FRA,2100.918,78.06666666666666
553,1995,GBR,1094.034,76.66666666666667
554,1995,GRC,1191.426,77.8
555,1995,HUN,685.441,70.06666666666666
556,1995,IRL,1130.502,75.53333333333333
557,1995,ISL,1810.686,78.03333333333333
558,1995,ISR,1162.432,77.46666666666667
559,1995,ITA,1464.822,78.26666666666667
560,1995,JPN,1413.445,79.63333333333334
561,1995,KOR,515.771,73.8
562,1995,LUX,2097.666,76.8
563,1995,NLD,1748.653,77.56666666666666
564,1995,NOR,1769.673,77.86666666666667
565,1995,NZL,1306.447,76.8
566,1995,POL,397.677,72.03333333333335
567,1995,PRT,1009.733,75.36666666666667
568,1995,SWE,1594.73,78.96666666666667
569,1995,TUR,175.472,69.26666666666667
570,1995,USA,3586.745,75.73333333333333
571,1996,AUS,1642.967,78.13333333333333
572,1996,AUT,2160.519,77.0
573,1996,BEL,1768.091,77.3
574,1996,CAN,1999.778,78.16666666666667
575,1996,CHE,2766.524,79.13333333333334
576,1996,CZE,858.847,73.96666666666667
577,1996,DEU,2480.217,76.89999999999999
578,1996,DNK,1813.999,75.7
579,1996,ESP,1179.773,78.26666666666667
580,1996,FIN,1418.16,76.93333333333334
581,1996,FRA,2169.451,78.23333333333333
582,1996,GBR,1171.591,76.89999999999999
583,1996,GRC,1234.04,77.93333333333334
584,1996,HUN,692.801,70.63333333333333
585,1996,IRL,1185.72,75.86666666666666
586,1996,ISL,1886.532,78.83333333333333
587,1996,ISR,1254.45,78.13333333333333
588,1996,ITA,1528.904,78.63333333333334
589,1996,JPN,1436.372,80.3
590,1996,KOR,575.658,74.23333333333333
591,1996,LUX,2217.649,76.76666666666667
592,1996,NLD,1822.141,77.60000000000001
593,1996,NOR,1928.968,78.3
594,1996,NZL,1341.537,77.06666666666666
595,1996,POL,454.711,72.33333333333333
596,1996,PRT,1085.917,75.3
597,1996,SWE,1691.128,79.16666666666667
598,1996,TUR,231.057,69.7
599,1996,USA,4158.928,76.1
600,1997,AUS,1727.783,78.43333333333334
601,1997,AUT,2265.214,77.43333333333334
602,1997,BEL,1814.866,77.46666666666667
603,1997,CAN,2091.997,78.33333333333333
604,1997,CHE,2873.708,79.3
605,1997,CZE,869.442,74.06666666666666
606,1997,DEU,2496.201,77.33333333333333
607,1997,DNK,1891.682,76.1
608,1997,ESP,1231.849,78.8
609,1997,FIN,1475.282,77.13333333333334
610,1997,FRA,2236.595,78.6
611,1997,GBR,1507.352,77.16666666666667
612,1997,GRC,1289.096,78.36666666666667
613,1997,HUN,698.271,71.10000000000001
614,1997,IRL,1288.49,76.03333333333335
615,1997,ISL,2019.116,78.93333333333334
616,1997,ISR,1342.111,78.06666666666666
617,1997,ITA,1651.791,78.93333333333334
618,1997,JPN,1529.586,80.5
619,1997,KOR,599.675,74.7
620,1997,LUX,2270.327,77.03333333333333
621,1997,NLD,1883.425,77.96666666666667
622,1997,NOR,2198.562,78.3
623,1997,NZL,1419.393,77.39999999999999
624,1997,POL,476.476,72.73333333333333
625,1997,PRT,1144.369,75.8
626,1997,SVK,648.791,72.9
627,1997,SWE,1709.883,79.39999999999999
628,1997,TUR,266.497,70.10000000000001
629,1997,USA,3894.282,76.5
630,1998,AUS,1839.209,78.66666666666667
631,1998,AUT,2428.152,77.8
632,1998,BEL,1881.66,77.56666666666666
633,1998,CAN,2200.468,78.56666666666666
634,1998,CHE,2989.468,79.56666666666666
635,1998,CZE,888.949,74.7
636,1998,DEU,2566.003,77.7
637,1998,DNK,1914.184,76.5
638,1998,ESP,1302.054,78.83333333333333
639,1998,FIN,1523.959,77.33333333333333
640,1998,FRA,2321.931,78.8
641,1998,GBR,1572.097,77.3
642,1998,GRC,1328.552,78.33333333333333
643,1998,HUN,768.839,71.03333333333333
644,1998,IRL,1395.603,76.23333333333333
645,1998,ISL,2334.404,79.66666666666667
646,1998,ISR,1383.091,78.2
647,1998,ITA,1736.633,79.06666666666666
648,1998,JPN,1571.107,80.60000000000001
649,1998,KOR,580.989,75.10000000000001
650,1998,LUX,2428.195,77.26666666666667
651,1998,NLD,2216.663,78.03333333333333
652,1998,NOR,2367.504,78.5
653,1998,NZL,1499.21,77.7
654,1998,POL,497.294,73.13333333333334
655,1998,PRT,1194.221,76.0
656,1998,SVK,663.114,72.8
657,1998,SWE,1808.561,79.5
658,1998,TUR,299.802,70.3
659,1998,USA,4061.536,76.66666666666667
660,1999,AUS,1956.897,78.96666666666667
661,1999,AUT,2569.344,78.0
662,1999,BEL,2011.684,77.7
663,1999,CAN,2278.254,78.76666666666667
664,1999,CHE,3103.729,79.8
665,1999,CZE,951.854,74.89999999999999
666,1999,DEU,2697.878,77.93333333333334
667,1999,DNK,2181.669,76.60000000000001
668,1999,ESP,1370.226,78.8
669,1999,EST,510.2,70.56666666666666
670,1999,FIN,1609.61,77.53333333333333
671,1999,FRA,2431.303,78.89999999999999
672,1999,GBR,1683.905,77.46666666666667
673,1999,GRC,1390.316,78.5
674,1999,HUN,823.236,71.13333333333333
675,1999,IRL,1498.298,76.13333333333334
676,1999,ISL,2575.561,79.4
677,1999,ISR,1369.363,78.5
678,1999,ITA,1802.03,79.53333333333333
679,1999,JPN,1667.922,80.53333333333333
680,1999,KOR,662.546,75.5
681,1999,LUX,2827.654,77.93333333333334
682,1999,MEX,476.39,74.0
683,1999,NLD,2372.005,77.93333333333334
684,1999,NOR,2518.86,78.39999999999999
685,1999,NZL,1565.445,78.06666666666666
